Symbol,Correlation,Capacity
CETXP,0.39329078101277376,1898976.611
NET,0.38830001649794066,7923006762.0
SWN,0.3870112394507033,1592525847.0
OGEN,0.3616275004366235,17813398.92
LPTH,0.35554134873968585,41630621.69
SAMAU,0.3534790420833009,0.0
DPZ,0.35295065842667656,14458271345.0
GRNVU,0.35241150783422903,0.0
DPHCU,0.347904181344392,0.0
CTK,0.34553304427598014,434254254.9
FLO,0.342450734685537,4923060515.0
OSG,0.33974956683925595,210322504.0
VIPS,0.33715167890995873,11847268512.0
CDZI,0.3335084361076288,424598281.1
PUYI,0.3314427933177506,26912141.29
AMN,0.3291306176462336,2583085498.0
UNFI,0.3290269076133018,639124831.6
SFM,0.3288181163110129,2357925980.0
BCLI,0.3285386536987482,174723247.0
BCYC,0.32485791853027274,82117080.0
BLPH,0.3153146484819022,81928770.48
DLR,0.31001771734767286,37263619846.0
CBB,0.3080930065481843,746328580.9
PRPH,0.3070383482989862,20401300.48
CCZ,0.30358194584906584,0.0
SDGR,0.3031082455831202,3067104750.0
GIS,0.2995708286562673,36829000658.0
ADRO,0.2972791576116476,251163929.7
LRN,0.2933546149514326,971724715.8
VTIQ,0.2926059860625212,358940400.0
GWGH,0.28885109022924893,238785647.2
CUO,0.281762732117215,16185175.44
DYNT,0.27241607869697515,7892215.783
ARCT,0.2681046995432022,273391629.8
CPAH,0.2612750418886597,12379193.75
GNPX,0.2612576137542783,67013675.64
KPTI,0.2540313218753381,1830892727.0
APDN,0.2510290045578847,18925716.57
ALGR,0.250030253788066,158729391.1
KRMD,0.24577540578442883,452428904.4
SAFE,0.24573412335062508,2610937708.0
GMHIU,0.24467290940205583,0.0
CPHI,0.24418717942535348,21066357.85
CLRO,0.24127174531147555,28639247.0
ATHX,0.2360848058991353,377660331.9
SHEN,0.23468830601774285,2530295343.0
KBLMU,0.2341202061669316,0.0
COCP,0.23141896374084164,45696108.6
SJM,0.22043581276568375,13869292439.0
OPK,0.20449612219327845,1326260478.0
ZYXI,0.20370934989242748,441251865.6
IOVA,0.1886378160276419,4637433910.0
TR,0.17738228078740167,1380585842.0
QK,0.17369672695030564,38502000.0
SMED,0.17122628092048092,119606720.3
SNDX,0.16763716615814883,331439584.5
OBCI,0.16587402614374624,53570755.35
VVNT,0.16285465306828492,1704293803.0
SRAX,0.16139234925685703,27435005.92
AAMC,0.16060642052995022,22533696.0
SCPH,0.15997385311703755,188836920.0
RTTR,0.15934250294089758,12955308.49
BGS,0.1492981829627801,1211084313.0
DGLD,0.1445609280134455,14649435.71
IGMS,0.14382170736328542,1788939666.0
CORV,0.14300164249927494,26608776.77
EVSI,0.1427025111947985,36239924.7
ARQT,0.14142643291204976,1043637477.0
CALM,0.13366931456093628,1997285636.0
CGEN,0.13012907867025064,1073964754.0
HHT,0.12544070390823586,7367900.49
EXTN,0.12340486117069732,157865376.2
VSTM,0.12276033878720981,615387124.5
CPB,0.11210853885378967,15479499160.0
SBAC,0.11184701815718232,33690618892.0
OCUL,0.1039825877540808,277080468.5
SSTI,0.10371380141321263,401894376.0
BTAI,0.10191755585089576,568335877.1
BROG,0.10075701661226363,1258261512.0
DAO,0.09999999187721731,2166059111.0
EPC,0.09701171034444471,1396684425.0
TC,0.08694737825440176,19367955.52
PAVM,0.0832194889862094,100183601.2
PACQU,0.08308852034017164,0.0
NCNA,0.07902464585628113,90705285.75
KZR,0.07801879519206495,172553088.2
SUMR,0.07120747458608141,5314032.36
BBI,0.060936982592606354,11409894.36
PHCF,0.05956162741604833,27963365.94
ZNGA,0.05863583427845853,7302054463.0
MLSS,0.05557081989025692,91588701.78
CHWY,0.04693407022342157,17950657013.0
SANW,0.04595615997619735,63790216.29
HEBT,0.04408826676738518,147890454.9
KALA,0.04158898641212792,552279104.1
HJLIW,0.03946025540557373,0.0
ATIF,0.02730847734083908,70812623.52
OXBR,0.027199955779617285,5036382.821
XLRN,0.019527730276802838,5432594650.0
PW,0.019286534395949906,25461218.09
ICAD,0.013372193636542143,207130644.1
AEY,0.012426872853791522,24749812.83
AMBO,0.008140285607875407,41989510.39
WDFC,0.006940907764391491,2352475036.0
BIIB,0.006477382730558673,59079065974.0
VOXX,-0.9795595834132784,104980426.9
NSP,-0.9786474656402581,1568133751.0
VSAT,-0.9754714651287983,2593896522.0
SUNW,-0.9695349080418577,6899368.781
RYI,-0.9686453948209087,153932158.8
PRPO,-0.968428677242018,5784897.825
OCC,-0.96805481626723,18714740.72
SHG,-0.9676478534054772,10898061329.0
VOLT,-0.9668509234033869,14986061.3
CLIR,-0.9665856723648004,22701171.85
GSUM,-0.9664846329350313,9431548.42
KB,-0.9657565864687433,9849820159.0
FNF,-0.965535453952289,7019981647.0
FDEF,-0.9653888518536928,550302743.7
SSKN,-0.9653517722016318,30342925.8
GSK,-0.9648488881342974,104656000000.0
BLRX,-0.9646347708409732,15065214.45
XIN,-0.9644449322408601,141969678.7
IAC,-0.964426940701946,18998873306.0
INWK,-0.9643052453161424,61007188.32
ADXN,-0.9642304745190358,6550584.5
GHC,-0.9638235921756901,1759753314.0
HNP,-0.9635001843962736,5541426942.0
ATRS,-0.9628770919455414,460257914.8
POWL,-0.9627121202679679,260821320.4
NVST,-0.9626896117429575,2762076625.0
SHOO,-0.9624792113355443,1828887629.0
VJET,-0.9622484082695502,23725416.0
PRO,-0.9622185925568087,1251230409.0
CRESY,-0.9620994764330837,126504078.3
SKT,-0.9619057654567434,493306515.3
BOOT,-0.961777017898878,407692282.5
MAS,-0.9615280022258831,10299647316.0
LEG,-0.9614323198261243,3632890221.0
VSEC,-0.9610328547525656,203488168.1
CRY,-0.9609721533155462,768294751.4
BRC,-0.9608462910843356,2229493491.0
F,-0.9604587400225669,19803901768.0
SBR,-0.9602024471874353,376147101.0
LAD,-0.9601743663299893,2116394660.0
CRIS,-0.9601005796406684,28537859.25
CLS,-0.9600618240034342,514709516.8
ENIA,-0.9600088126252443,11930333565.0
LNTH,-0.959445138353334,527435372.3
CCRC,-0.9593952984725886,108678031.4
HIBB,-0.9592908971158669,216030117.1
ITCB,-0.9591939454996405,1390637783.0
QMCO,-0.9591310449407713,155448894.9
GCO,-0.9590539253732292,236969975.4
PSTL,-0.9589941921111089,80893590.0
BAP,-0.9585392916321172,11395521362.0
UFAB,-0.9582920747952897,35693886.55
GSH,-0.9582602492785762,1439374718.0
KRP,-0.9581637772853578,300123231.9
TLK,-0.958020163139075,19515256670.0
JBL,-0.9579507494398593,3679012125.0
EPIX,-0.9577694138390134,85069507.25
AE,-0.957604015797993,98243187.94
SECO,-0.957173967235804,41519559.0
CSPR,-0.9569723062974675,226147500.0
OPTT,-0.9569381740084186,3692944.5
FLOW,-0.9565525370317062,1247631770.0
TOUR,-0.9564590071419122,28542271.8
SIBN,-0.9562585551938714,384044084.5
CMRE,-0.9561651966557394,594121815.0
FLDM,-0.9561173437225776,145117981.3
OXFD,-0.9559301527338109,285114719.4
ATRO,-0.9557858534487177,248814931.7
BAK,-0.9557649591296364,3155116396.0
LOMA,-0.9556358591271076,416008000.0
IBA,-0.9556293550191567,1620000000.0
AIMT,-0.9554892703263101,1100310610.0
TAOP,-0.9554496194422778,18502265.7
CUTR,-0.9554427602014182,171438997.0
ABEV,-0.9552182340917248,35242112795.0
SMTX,-0.9551705605502383,71898015.0
RCKY,-0.9547382672002943,140934463.3
ORLY,-0.9546349368114293,27744839031.0
RELL,-0.954290149914782,53985482.94
NMCI,-0.9540373582470117,30097776.38
IMAC,-0.9538013820968836,16214737.14
DLA,-0.953736289889277,73522417.96
LTRX,-0.953539193161419,66846970.12
CPRI,-0.9535249710974283,1822257843.0
NAII,-0.9535055598095685,50193737.76
SPLP,-0.9534767010759488,124691170.9
MYSZ,-0.9534545049334506,6189668.38
GIII,-0.9531863138489926,436885048.6
GRA,-0.9531433850458781,2591295011.0
CELP,-0.9531290569621531,60280614.9
TGB,-0.9531103663874193,83706034.46
ALX,-0.953058320715918,1465996522.0
ELY,-0.9530425364509157,1001308886.0
SDPI,-0.9530400420850182,7777946.556
SVT,-0.9530336616799089,17835112.8
VTSI,-0.9530137212582324,18820422.9
NMIH,-0.9529523824301664,737635099.3
DXLG,-0.9527114434403587,15190518.6
FSBW,-0.9526161888899215,154096211.7
GT,-0.952511348525648,1572970799.0
BBBY,-0.9525057775064207,575702400.0
LIND,-0.9524829159858874,253564033.8
HBP,-0.9524639732947279,22594893.72
ELVT,-0.9524275474282253,55026963.2
SMHI,-0.9522291648517229,67661022.33
MVO,-0.9522168159266726,34040000.0
SGMA,-0.9520670665953849,12685098.92
MTCH,-0.9520160469320345,22628759964.0
RGS,-0.9519434556451732,299467412.4
W,-0.9519351366357258,9524000262.0
NSIT,-0.9516155589867498,1724312705.0
CVGI,-0.9513549737168374,44172004.83
OXM,-0.9513316161069589,640870418.8
BSAC,-0.9513301547491152,6958373217.0
PRCP,-0.9512795547580319,26104561.62
TEL,-0.9509107113715597,22217941013.0
AGCO,-0.950766406343962,3689659359.0
FLNG,-0.9507102978648733,286244989.4
GIB,-0.9506632392494568,13707681766.0
CDK,-0.950328261895175,4271653762.0
HHS,-0.9501392991968132,12092823.33
NMM,-0.9501213376029781,78671781.64
RMR,-0.9501101728701208,880164492.2
SQBG,-0.9500927866386393,11856471.41
ACRX,-0.9499170846571425,114184835.5
MDGS,-0.949786506595774,2258480.022
KT,-0.9497176415583234,4551683168.0
FBP,-0.949592407428934,1175886308.0
SCX,-0.9494375727773408,23666893.4
MTSC,-0.9493422688793249,329799088.8
POL,-0.9492623948786124,1803268297.0
ANGO,-0.9492087139367841,388255997.1
SPH,-0.949029024096832,883883122.6
STIM,-0.9490175359294962,40072674.86
NEWR,-0.949002671796117,2965611699.0
JELD,-0.9489852297567818,919891652.7
CRTO,-0.9489009417663637,605183622.8
CQP,-0.9488168468802906,14859264276.0
PKX,-0.9487686251146474,11177734232.0
OFLX,-0.9487682045600438,829046665.9
APWC,-0.9487303549997649,14639175.37
NTUS,-0.9486789836257657,815112272.4
GIL,-0.9484287703278222,3094630225.0
BSBR,-0.948369940110658,36109480191.0
KAI,-0.9482924055309866,847590507.5
WPG,-0.9480659064758237,130818993.2
MOV,-0.9480609680696359,216277729.1
BLX,-0.9480444047238099,425058928.2
GENE,-0.9479809131218788,5252665.9
GRIN,-0.9479802108136288,49105890.46
STAF,-0.9479116618242904,3644794.145
DKS,-0.9477589963859819,2306480899.0
BFS,-0.9473635093039353,683483426.6
BBD,-0.9473269470832958,32426383661.0
JHX,-0.9473166505362277,5156525482.0
GSB,-0.9472252999968711,146866152.4
CHEK,-0.9471567770991917,6103731.27
UHAL,-0.9470610859663213,5103907216.0
QTNT,-0.9470220114603979,522829792.0
HI,-0.9467594840378014,1400975363.0
HEAR,-0.9464963810813444,104548121.9
RNWK,-0.946465889497289,29818095.84
KBAL,-0.9463689612074185,409984740.5
ROSE,-0.946298234637611,12670041.94
ARCO,-0.9462047447124027,788876707.3
POPE,-0.9462026023240393,447202816.0
MIK,-0.9458855493884472,320125727.5
SKM,-0.9458530034712838,11840197916.0
XBIO,-0.9458416928769772,5938616.1839999985
WF,-0.9458393150176674,4636958518.0
PZN,-0.9457665928906709,299193423.6
BHTG,-0.9457451628056425,19487238.72
FRD,-0.9457113367374262,30446881.46
PMD,-0.9456399478777336,33101586.0
REV,-0.9455672460646497,548211364.6
BGCP,-0.9455370365495959,940394603.2
AIRI,-0.9455326196933916,37248977.78
SFE,-0.9455116925544719,114190103.7
VTNR,-0.9454826248389981,22317316.61
ARLO,-0.9454333927870284,181750019.6
MTRN,-0.9453374605568621,864059639.8
VREX,-0.9452765527200994,898205000.0
ON,-0.9452455882968982,5470270210.0
MHO,-0.9451961973459171,494777425.0
FSI,-0.9451951537354355,16157519.4
BHLB,-0.9451516091392524,761062122.9
CINR,-0.9451069337852335,206068221.8
BGSF,-0.944983955551661,97422280.2
CAL,-0.9449838846102356,226177410.0
TWNKW,-0.9448667019814914,0.0
ISEE,-0.9448472437399604,163200611.3
PFIE,-0.9448155406377009,34110742.71
FAT,-0.9447930567225618,42638065.2
KRNY,-0.9446183344875657,678721253.0
RAVN,-0.9446178959698506,748164776.6
MXL,-0.9445565209428948,1069133683.0
TSC,-0.944531187921209,309233185.4
EBR,-0.944467181636987,7593625604.0
BBDO,-0.9444275899959798,30482567746.0
MANH,-0.9443561889158312,3516575240.0
NVGS,-0.944345095066463,317653604.4
MESA,-0.9441870722198078,100273747.4
SMBK,-0.9439378538074776,189267835.0
STND,-0.9438656354793656,99390313.17
AOSL,-0.9438491383363388,214616406.7
HMLP,-0.9437939601073749,280270511.3
ECOL,-0.9436331259234438,974488077.4
KFRC,-0.943559967615598,621086132.0
AFYA,-0.94346218829637,1674628172.0
NTP,-0.943451818083974,191886705.5
GTHX,-0.9434224682082566,506663998.5
RGLS,-0.9434132091225498,10101360.65
CX,-0.943365640773697,3172497581.0
MWK,-0.9432408101188449,45656116.02
DLTH,-0.9430090782292633,130241957.8
WSTL,-0.9429668358641046,12570386.53
HTH,-0.9428829676318427,1454599115.0
MIND,-0.9427665828202425,12040693.78
HVBC,-0.9427446425774245,25460584.59
NEN,-0.9427129112679546,159033346.5
SWIR,-0.9427045261612179,328998917.9
DGII,-0.9426348192815162,300745993.1
DNKN,-0.9423976159874986,4758320960.0
TWNK,-0.9423771122087192,1516578251.0
DLX,-0.9422259455575346,1058503820.0
EEFT,-0.9420910334299295,4377959485.0
QRVO,-0.9420673415670924,9806585746.0
VVI,-0.9420603590914131,419433365.4
SNA,-0.9420348243807981,6270465769.0
NTIC,-0.9419944667808663,63680652.0
MESO,-0.9419393299033418,54808236.15
ARAY,-0.9418962520188814,160126506.8
TLYS,-0.9418004575075878,136752208.6
REDU,-0.9417007505215267,86568404.2
TA,-0.9416978358767968,67548428.64
EBSB,-0.9416667483865018,553893315.2
PVH,-0.9416282070160442,166008815.3
AVNW,-0.9412552657788192,51571039.07
RENN,-0.941230388864686,19040241.74
HNGR,-0.941202250425219,652871681.3
MTP,-0.9411996274580354,920750.4
TTMI,-0.941167529249415,1126325642.0
BPOP,-0.9410206759383091,3068717731.0
YETI,-0.941006200946379,2090677291.0
MTNB,-0.9409829879594662,146434862.9
GMLPP,-0.9408989726937714,89028768.0
AYI,-0.9408920783161359,3275573509.0
VPG,-0.9407550076070934,288164821.7
DIOD,-0.9406789219220931,2369368565.0
DWSN,-0.9406004865819442,27013395.6
SCVL,-0.940493484476844,297692503.8
AM,-0.9404539117204612,2013791616.0
PVAC,-0.9404448422638122,51991662.17
SMCI,-0.9402180311588129,1111834345.0
BSBK,-0.9401750283086705,106707527.8
OSIS,-0.9400490184513544,1311737733.0
SNCA,-0.9400307326003733,7694199.777000003
MATW,-0.9399936680524839,700585227.1
AHC,-0.939965631740692,31045113.35
ENVA,-0.9398958520935842,442293331.0
CVET,-0.9396048829101104,961927888.0
HSON,-0.9395319063245191,25137000.0
SBH,-0.939478995501202,878232442.1
ICD,-0.9392889554462448,25464507.36
CFBI,-0.9391828726197808,52904936.0
UGI,-0.939060577513484,5662086997.0
PPG,-0.9388942045529727,21491446095.0
AVT,-0.9387007929313145,2682572845.0
CRAI,-0.9386613918016805,268698793.6
CUB,-0.9385200627063954,1151396322.0
ORRF,-0.9383699004721382,130304909.3
PPL,-0.9383696976516016,19396536996.0
FWRD,-0.9383671740819471,1416552186.0
PAR,-0.938249986914829,268825897.2
SALM,-0.9381807032562111,24599392.35
LEA,-0.9381218883301289,4957427724.0
UA,-0.9381008473774626,3904601026.0
VIAV,-0.9380188439722517,2684747333.0
HSDT,-0.9379313080914503,9973211.577
IMTE,-0.9378369089849465,11820851.0
JCOM,-0.937797811822056,3567593801.0
APO,-0.9377093024792771,8609852647.0
UAA,-0.9376329414950045,4361041655.0
CYRN,-0.9375667912872165,50330955.46
WWW,-0.9375648378975969,1485199689.0
MOR,-0.9375047001838671,217916631.8
LYG,-0.9374341285242069,25006946427.0
CNXM,-0.9373990388078358,1035560618.0
AMRH,-0.9371090799614383,3636309.6
RNDB,-0.9370959427779257,47492453.22
PRT,-0.9370472903127381,25061407.92
NBL,-0.9369583840978336,3327373748.0
MGY,-0.936683828029543,986331408.9
ACH,-0.9366506704869756,3493052489.0
JLL,-0.936635457993661,5138482045.0
UE,-0.9365543904221484,1017458270.0
ENLC,-0.9364852983454838,581250494.9
MYE,-0.9364591802752266,373322153.6
MFGP,-0.9360991979167679,1649720324.0
SNFCA,-0.9360479388076408,94369702.32
ALLY,-0.9359690869818291,5634625019.0
CATM,-0.9359458609937051,845076376.1
MHK,-0.9359081691613393,5427102773.0
HLG,-0.9358565692326232,131110988.6
YUM,-0.9357668097731009,24694863000.0
SBCF,-0.9356840867925077,950304631.7
CCCL,-0.935681462439691,4517960.585
UGP,-0.9356412974861367,2916211008.0
CODI,-0.9354314151721437,1070413000.0
MG,-0.9353833161642174,92912000.0
CASS,-0.9352694055087224,512267911.0
HAS,-0.9352566318556793,10368685976.0
TLF,-0.9351970188699612,33770610.72
RHE,-0.9351356006979296,2701150.4
HOLX,-0.9350092931011008,11385178999.0
NVFY,-0.934983744634995,5812199.4
ELAN,-0.9349766702021569,9782540034.0
WBT,-0.9349030370864143,616854156.0
MRK,-0.934893450874444,209835000000.0
XOM,-0.9348651271164471,174209000000.0
HII,-0.934786862042849,7829572784.0
OPTN,-0.9345165736399469,183624648.0
INMD,-0.9343361626695712,803905499.8
BWA,-0.9342054166107379,5275088326.0
CHGG,-0.9341716560519044,4439234820.0
HBNC,-0.9341376703126169,440145426.8
HBB,-0.9340670440482337,140340373.7
NSYS,-0.9340513852618372,10208866.56
CRMD,-0.9340452971172548,109210270.6
FCBP,-0.9340186643157784,161557223.5
GLYC,-0.9340143180704427,111572426.2
TMST,-0.9339262203479264,110547681.7
CLSN,-0.9338294189416905,34230808.17
CNFR,-0.933821080093068,31750383.91
CPLP,-0.933814956858273,145970143.0
YJ,-0.9338106428498225,32867119.71
EGY,-0.9338047471237618,45977339.07
ALGT,-0.9337056459445258,1178505168.0
VOC,-0.9334611975457927,28704500.0
QRHC,-0.9334021223992666,20651960.58
AXDX,-0.9333821966086692,534617067.6
FLXN,-0.9332967567925692,364699138.8
GASS,-0.9332071386798043,81411965.15
BSM,-0.9332000771402007,1075028578.0
SWP,-0.9331509862261579,0.0
AAN,-0.933111665411054,1649257015.0
FRSX,-0.933104731739218,3422661.211
ALV,-0.9328956161459323,4839025675.0
SOHU,-0.9328513232985831,327728885.0
AWRE,-0.9327544175737874,54665590.44
CUK,-0.93269264544445,7608907878.0
ESTA,-0.9326857158625232,332879215.4
TTM,-0.9326785388807625,3676618908.0
CRVS,-0.9326637252137435,69883082.5
PNR,-0.9323026084848152,5257026952.0
ARLP,-0.9322612333885157,436279601.2
BCO,-0.9322044928318236,2567689938.0
INSE,-0.9321007752320323,46043686.0
BTI,-0.9320666292877823,84231822968.0
EPAY,-0.9320449871943589,1683292268.0
AEM,-0.9320195180744286,12976722027.0
VRA,-0.9319930834185198,142422080.2
SWT,-0.9318242542978653,0.0
MDT,-0.931804926242374,136080000000.0
SCSC,-0.9317789635369098,570026997.0
GIFI,-0.9317554892366091,46329963.51
GTX,-0.9316650194115697,283393691.3
SKYW,-0.9315495728749786,1257439823.0
LNG,-0.9315107485498999,10501663007.0
CNOB,-0.9314056784485676,534361044.3
MSON,-0.9313745639517025,196345106.1
STC,-0.9312725451122229,668009640.5
AMRN,-0.9312606046242337,2381347779.0
CCO,-0.9312563843791997,335542297.6
SKY,-0.9311378036623327,891917818.9
MFC,-0.9311078480140754,23506299959.0
CTO,-0.9309603904084325,173862011.1
EAT,-0.9309487425288546,571576622.2
TURN,-0.9309447356786564,42480932.13
WCC,-0.9308962463396042,971036099.1
SYY,-0.9308499217869752,25227110703.0
RIGL,-0.9308262699099914,271396935.3
GFN,-0.9307988282236472,189753157.6
CIG,-0.9307959374853865,2755982659.0
CAAP,-0.9307935750478233,332846305.0
ADS,-0.9307906859457146,1737931525.0
OLED,-0.9307662989312271,6609122288.0
NRT,-0.9307643757437984,26744616.9
SKX,-0.930734585512315,3946329815.0
IGC,-0.9307135966315159,18684919.12
KALV,-0.9306880515451941,199870708.8
BVXV,-0.9306766012204628,95101957.83
CTRM,-0.9306544265822677,4773227.9
GWW,-0.9306109910392246,14733794171.0
SILC,-0.9304965231802802,212159008.6
DLNG,-0.9304156103748461,56784000.0
APTX,-0.9304129555132019,120666244.8
LIZI,-0.9304060996830665,21443000.0
TOT,-0.9302786743512692,84914736291.0
KTCC,-0.9302397461008054,42823526.4
KNOP,-0.9301409099204795,425677103.9
AGO,-0.9301299399997593,2713667905.0
IT,-0.9301256044651133,9281714297.0
WYND,-0.9299613705394254,1895952397.0
CYBR,-0.9299262949738818,3614134020.0
PPIH,-0.929826550192457,49778779.14
UVE,-0.9298137961301975,572316031.0
DEO,-0.9298120968558977,78324014312.0
DVD,-0.929761506414922,41693322.39
FBC,-0.9297491042106124,1172243841.0
ICFI,-0.9297458390253375,1266352719.0
SFL,-0.929600795635408,1211891517.0
RPAI,-0.929563601331064,987102295.5
JAKK,-0.9294421063523286,18316434.99
AZUL,-0.9294308951467626,1071203403.0
CARG,-0.9293740944498383,2076952971.0
ARL,-0.9293625067408262,121257836.1
RFP,-0.9293118811859531,136281686.5
EQNR,-0.9292495004438723,40989064887.0
PTR,-0.9292452750430713,64807728239.0
ARAV,-0.9292120713305752,192799592.7
MVBF,-0.9291973185520332,149334862.5
HWCC,-0.9290983946029852,33610608.5
CCL,-0.9290374549728853,9558844637.0
USWS,-0.9289690029462295,28295095.48
BBX,-0.9289686486837516,169968638.4
NPO,-0.9289288794926537,812808769.5
SRG,-0.9289212616402666,464319107.2
QBAK,-0.9288925036951867,3272542.5
OSK,-0.9288510101299641,4440135180.0
STL,-0.9287398659532289,2102115616.0
CYD,-0.9286518075761329,490299492.0
RS,-0.9286154411517671,5412010315.0
SEB,-0.9285918974321867,3516147497.0
PFS,-0.9284379242947228,869809950.2
GGB,-0.9284107077385525,3738600045.0
ATOS,-0.9283665952680049,19631615.6
KINS,-0.9283651161924692,57259981.0
ARMK,-0.9283279424758634,5171491089.0
SMLP,-0.9283104457094264,72831064.93
RDI,-0.9281842632074915,88175648.4
XCUR,-0.9281840231000749,172557885.1
DFS,-0.9281810012174521,10785701444.0
CRVL,-0.9281551097524305,935832149.8
BTN,-0.92811315039244,21537341.91
MPAA,-0.9281127272218075,216770292.9
SNE,-0.9280992783624974,77541164187.0
MGA,-0.928075816665315,10768718479.0
BP,-0.9280733395813443,75464219804.0
CHNGU,-0.9279026032752555,0.0
SD,-0.9278832787264327,38633980.32
IEC,-0.9278344694878399,71773361.53
BKU,-0.9275792109240097,1760200740.0
CNET,-0.9275771448694696,13942764.95
SYNC,-0.9275427877946798,53039495.25
KIM,-0.9274743657477162,3702281320.0
RBS,-0.927443649228565,16024429679.0
COHU,-0.9274418320560468,639334047.8
ESNT,-0.9273951442528833,2386159325.0
ASR,-0.9273562614296784,2958600000.0
JE,-0.9273407879729832,63654152.22
SEE,-0.9273046829292904,4458033263.0
EMAN,-0.927301072656946,13610069.61
CDXC,-0.9272221061694568,248717651.5
ESRT,-0.9271155441534948,3030239968.0
COLM,-0.9270202808776757,4698023462.0
TRVN,-0.9269273177349124,62632953.6
ALDX,-0.9269090058017188,81867465.0
MDWD,-0.92688348338402,51413282.55
AAU,-0.9268783858009709,40847288.47
DMLP,-0.9268361700067603,358242065.4
CDXS,-0.9268124157711262,647904653.0
NMRK,-0.9268034807579548,631522043.1
PEBO,-0.92677115220482,462921264.0
PRLB,-0.9267556079956785,2174828404.0
BHC,-0.9267322625773347,6070656395.0
NCR,-0.9266355763959727,2398099459.0
LINX,-0.9266018179792853,804389350.3
SONG,-0.9265536987074616,110412166.2
DOX,-0.9264520858506854,8415287400.0
EPR,-0.9263123596881306,1858740000.0
IEA,-0.9263046349284693,44010763.16
EDN,-0.9263013696025182,134323892.8
PLXS,-0.9262930096172766,1669428859.0
BPY,-0.9262545442897765,4018100650.0
BSET,-0.926228074881176,55403380.05
GRC,-0.9262243553054862,715813577.5
KOSS,-0.9262165126179606,8023874.872
NVEC,-0.9261638196773034,247146510.0
ST,-0.9261442109563699,5101006519.0
APLE,-0.9260749198750393,1815567869.0
DNOW,-0.9260618940165182,613562263.0
AMS,-0.9259225143733651,9307200.0
